gene_name	groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Con1	Con2	log2fold_Con2_Con1	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.SRR5938419_Aligned.sortedByCoord.out	countData.SRR5938420_Aligned.sortedByCoord.out	countData.SRR5938421_Aligned.sortedByCoord.out	countData.SRR5938422_Aligned.sortedByCoord.out	countData.SRR5938423_Aligned.sortedByCoord.out	countData.SRR5938424_Aligned.sortedByCoord.out	countData.SRR5938425_Aligned.sortedByCoord.out	countData.SRR5938426_Aligned.sortedByCoord.out	countData.SRR5938427_Aligned.sortedByCoord.out	countData.SRR5938428_Aligned.sortedByCoord.out	countData.SRR5938429_Aligned.sortedByCoord.out	countData.SRR5938430_Aligned.sortedByCoord.out	countData.SRR5938456_Aligned.sortedByCoord.out	countData.SRR5938457_Aligned.sortedByCoord.out	countData.SRR5938458_Aligned.sortedByCoord.out	countData.SRR5938459_Aligned.sortedByCoord.out	countData.SRR5938460_Aligned.sortedByCoord.out	countData.SRR5938461_Aligned.sortedByCoord.out	countData.SRR5938462_Aligned.sortedByCoord.out	countData.SRR5938463_Aligned.sortedByCoord.out	countData.SRR5938464_Aligned.sortedByCoord.out	countData.SRR5938465_Aligned.sortedByCoord.out	countData.SRR5938466_Aligned.sortedByCoord.out	countData.SRR5938467_Aligned.sortedByCoord.out
ZC3H6	ENSG00000188177	E012	83.8467142292812	0.0171335151321264	16.098371990314	6.01357100408167e-05	0.0112244861010158	1.98382383404249	1.86060958010316	-0.414281332129637	2	112324152	112324663	512	+	53	134	101	64	167	148	130	96	71	119	59	85	77	58	73	32	108	98	103	78	64	81	52	93
ZC3H6	ENSG00000188177	E014	250.637991745911	0.00469326342517709	12.0724739963127	0.000511717494858161	0.0342716800998462	2.42272415998359	2.37692728375467	-0.152742537010527	2	112331005	112332141	1137	+	172	463	227	165	370	436	363	244	225	368	139	239	275	283	279	183	277	327	261	258	208	254	160	274
ZC3H6	ENSG00000188177	E016	172.706339285087	0.00372228647049128	13.7758310236702	0.000205969008082374	0.0214427250545329	2.19985912772685	2.27792718588018	0.260843353290131	2	112332283	112333976	1694	+	143	239	77	98	241	248	244	150	150	225	74	146	193	210	242	175	185	297	204	178	175	221	116	224
ZC3H6	ENSG00000188177	E018	532.729859080048	0.00959108306140969	12.1141875538668	0.000500396352447269	0.0338267150191799	2.69296338629132	2.76093795811192	0.22623130529529	2	112334262	112340059	5798	+	411	673	230	286	888	878	756	442	445	688	268	492	638	640	749	424	648	765	617	525	477	658	451	754
AGAP4	ENSG00000188234	E002	174.230920591279	0.0135192985176811	12.4117219199404	0.000426647282263733	0.0316032220715658	2.26837727938528	2.20879434683219	-0.199080454581258	10	45825613	45827339	1727	-	130	242	260	81	252	340	236	167	236	239	117	202	248	146	213	111	129	132	157	306	111	91	146	166
AGAP4	ENSG00000188234	E006	7.74250795527445	0.0133617042138887	11.505433374281	0.000693930494613116	0.0398897173086521	0.849209410161264	1.02641552419451	0.666220113359434	10	45834016	45834116	101	-	5	5	6	2	12	14	10	9	4	8	3	5	10	14	14	8	8	13	4	14	9	1	11	11
NBR1	ENSG00000188554	E019	26.4112917780076	0.0741463608346618	11.5005765367936	0.000695746061792662	0.0399400953512923	1.52185950460795	1.3164109105611	-0.709798152398179	17	43191372	43191581	210	+	23	33	37	21	52	64	41	33	23	31	32	27	36	12	4	11	21	33	20	31	15	29	8	29
SUMO2	ENSG00000188612	E006	22.3669055356742	0.0416939377986458	11.4327393564707	0.000721612177342576	0.0406569512154439	1.44873619951948	1.27166765235767	-0.615256929550375	17	75181057	75181188	132	-	16	10	44	16	36	53	30	37	28	41	16	18	23	20	54	22	5	24	23	20	8	23	1	11
PARVB	ENSG00000188677	E022	14.178055653276	0.0144656013934011	13.9114962977741	0.000191622821816401	0.0210322267836995	1.21989618716914	1.07626834361773	-0.513852807836852	22	44157982	44158083	102	+	12	10	21	13	25	27	28	17	19	21	14	14	11	8	0	7	11	13	13	16	16	11	9	11
NDUFA4	ENSG00000189043	E001	104.681587729848	0.0226929679745678	10.8371829136364	0.000994819681021718	0.0478786966365433	2.00175725508796	2.04525743297264	0.145887056262571	7	10931943	10933514	1572	-	77	61	69	89	122	158	219	76	135	131	34	90	128	138	173	107	95	152	127	101	99	120	52	144
RELN	ENSG00000189056	E053	20.4481795013053	0.0255330526568871	12.1852836402011	0.000481680143756845	0.033080132245606	1.39913070556225	1.23764160750714	-0.563708606490771	7	103545124	103545344	221	-	4	4	22	12	29	41	65	31	31	28	20	24	24	19	15	34	0	10	22	27	16	8	10	22
ARID2	ENSG00000189079	E007	9.02527272525084	0.0507589931047577	15.6572519895473	7.59208935296184e-05	0.0127733619587911	0.834382812578359	1.12393059260996	1.07752158244778	12	45776081	45776329	249	+	4	15	3	1	12	7	6	10	2	3	6	5	10	13	36	10	7	20	13	5	10	13	12	13
ARID2	ENSG00000189079	E026	214.936405218521	0.00542639983170246	27.1724941483794	1.86087402684882e-07	0.000565507986296687	2.37546668728544	2.28858978665818	-0.289950973608621	12	45850036	45851914	1879	+	148	407	165	126	404	370	331	224	166	281	172	225	229	200	224	117	214	272	231	232	150	215	166	266
SF3B3	ENSG00000189091	E035	11.2068827926644	0.00946757397384704	12.6964678460461	0.000366346915656625	0.0293216231769088	1.17684438857834	0.989496514875264	-0.678931599438177	16	70556886	70557029	144	+	9	20	16	4	25	29	20	7	12	20	7	9	15	12	2	7	7	11	8	12	10	11	7	13
BTBD8	ENSG00000189195	E022	10.5752507794277	0.0184257807737961	23.2400601683144	1.4298755462372e-06	0.00177491741519266	0.899381144703771	1.17999922074035	1.02799399685796	1	92171399	92171460	62	+	7	7	3	6	5	8	13	3	8	14	1	12	14	15	38	18	8	21	11	11	15	16	9	11
BTBD8	ENSG00000189195	E027	4002.90143364291	0.00303966492627762	13.7144261464035	0.000212813505934188	0.0217041976706648	3.6193287598488	3.58465893683183	-0.115199471032154	1	92180265	92182595	2331	+	3077	2828	3287	2758	4193	6838	6325	3308	5337	7015	2299	4413	4668	4271	6047	4576	2574	5030	4623	4606	3629	4572	1653	4441
LIN54	ENSG00000189308	E025	50.7038216947984	0.00714949408595237	12.1603213633502	0.000488169652690888	0.0332865805932906	1.75445849948522	1.67464170575874	-0.270370137499129	4	82984162	82984717	556	-	54	79	42	36	70	88	77	40	50	85	29	54	58	62	107	27	49	70	31	51	34	52	24	48
WDSUB1	ENSG00000196151	E012	37.4836500308162	0.0172825773501071	17.573170072482	2.76461494535796e-05	0.0077033737815553	1.65611640436787	1.50255063333892	-0.524014557651213	2	159282672	159283093	422	-	31	41	32	31	57	69	46	47	58	37	29	40	35	24	53	22	36	65	34	43	34	26	16	46
TMEM63A	ENSG00000196187	E011	17.3101808433049	0.0358069072561584	12.9846745560797	0.000314050921194551	0.027152645287714	1.32878615505964	1.06800012914118	-0.925960628697144	1	225849912	225850079	168	-	6	88	12	11	52	20	19	24	6	10	41	25	10	10	4	2	21	16	7	4	5	9	15	9
MPHOSPH8	ENSG00000196199	E006	55.7892897021593	0.0055164051238762	12.3771064253439	0.000434630191019357	0.0318268430390575	1.79815388712147	1.7104430828069	-0.296600625737792	13	19650003	19650260	258	+	42	87	50	30	84	124	91	64	72	90	43	39	56	52	90	41	54	76	57	64	36	44	30	38
FAM217B	ENSG00000196227	E010	148.795434798414	0.0190851864845995	11.6216613702831	0.000651881470776447	0.0385754591959267	2.20169252026626	2.14369481380551	-0.193968471557014	20	59944396	59945000	605	+	112	198	129	94	231	346	262	171	175	234	87	144	213	152	186	84	188	128	175	138	114	103	74	136
FAM217B	ENSG00000196227	E011	1135.53443885061	0.0177989580930659	12.2948765323132	0.000454203416454601	0.0323585827373949	3.02147047156846	3.08970704672785	0.226876820645003	20	59945001	59948680	3680	+	957	1310	527	819	1524	1839	1586	978	1320	1829	489	1115	1510	1528	1465	1006	1307	1568	1284	925	961	1301	651	1417
ZNF493	ENSG00000196268	E006	194.471066439236	0.00298935592961158	18.6064582494324	1.60675305544267e-05	0.00585207144680067	2.32240059093824	2.2613184336491	-0.203952928652509	19	21397423	21398934	1512	+	134	274	125	87	224	362	284	182	182	256	115	201	240	231	260	163	230	256	198	216	194	256	132	223
ZNF493	ENSG00000196268	E017	16.7508028926995	0.0118305975003096	14.3594054985506	0.000151023365374428	0.0186564977653982	1.13053871533199	1.32607160291403	0.690770610087029	19	21427164	21427577	414	+	7	13	8	7	21	12	12	11	14	19	9	11	25	19	44	18	22	22	29	18	20	30	11	33
GARS1-DT	ENSG00000196295	E010	59.9452680089586	0.00297279563080877	12.9828306219673	0.000314360356109153	0.027152645287714	1.73863617439267	1.82361188577165	0.287042447286873	7	30548359	30550317	1959	-	36	87	38	22	58	102	58	54	54	59	32	54	64	71	107	55	91	70	80	93	62	87	47	69
GARS1-DT	ENSG00000196295	E040	43.5245625706016	0.0213576393643221	15.5424590747389	8.06727931952612e-05	0.0132295218331642	1.72677135117033	1.55700307069537	-0.577211784613935	7	30561757	30562128	372	-	32	72	41	25	60	56	52	60	65	75	43	42	57	28	51	17	29	49	67	57	27	47	22	32
ZBTB44	ENSG00000196323	E003	402.011523213213	0.00376332657649133	13.8446149531724	0.000198564951588766	0.0211682154249448	2.57544784898595	2.62817892499856	0.175608384431229	11	130226684	130228356	1673	-	352	441	196	241	545	471	464	326	400	505	216	419	454	444	819	450	355	654	411	475	420	465	283	465
ZBTB44	ENSG00000196323	E024	95.3796033748585	0.0116635308507371	15.1490625382872	9.93476283107125e-05	0.014909196701703	2.04186105496369	1.91896710463171	-0.412575667584803	11	130261113	130261434	322	-	68	144	119	47	162	153	146	89	99	145	73	100	102	97	146	71	78	91	107	107	94	75	52	80
ELAVL3	ENSG00000196361	E001	888.443827084272	0.0203998712912397	14.0151486950001	0.000181343738416124	0.0203509559261074	2.90313806799608	2.99272728005872	0.297945413168154	19	11451326	11454402	3077	-	438	1303	1185	420	1359	1493	1106	818	911	1065	755	1067	850	923	1293	696	1238	988	915	1511	586	861	466	574
ELAVL3	ENSG00000196361	E011	7.67422996166418	0.0215386592333844	13.7092022297622	0.000213406262493386	0.0217041976706648	0.996171143629818	0.822935463995771	-0.657089751521597	19	11480600	11480625	26	-	6	11	14	3	14	23	18	9	7	13	7	10	5	2	0	5	8	6	8	15	2	2	6	3
ASB13	ENSG00000196372	E003	174.511558149588	0.00523448012068252	14.17860052699	0.000166250555385272	0.0195256056871935	2.26424584308939	2.22158065453358	-0.142545801536458	10	5639372	5640695	1324	-	131	179	99	148	253	318	290	164	210	333	80	148	236	190	251	141	127	172	215	166	164	162	127	184
ZNF124	ENSG00000196418	E011	12.6856652061719	0.0141036818602806	11.3902177695322	0.000738318747054945	0.0411294070188671	1.2174583081128	1.04480414746374	-0.619716544792834	1	247159687	247159813	127	-	16	11	21	12	24	23	26	7	16	19	3	13	19	6	9	10	5	18	12	23	8	15	1	10
XRCC6	ENSG00000196419	E013	136.988883201359	0.00718372114594705	15.6830973437851	7.48904507355417e-05	0.0126877992547535	2.16147664894953	2.1056831793854	-0.186715631718839	22	41636516	41636770	255	+	93	120	144	108	231	313	227	186	154	218	98	111	177	131	177	114	98	155	130	100	104	137	67	121
TSC22D2	ENSG00000196428	E001	93.422884903724	0.0628793054272369	10.8175292837349	0.00100543573799182	0.048141114611892	2.08175658530486	1.84886834212466	-0.782214682833541	3	150408298	150410968	2671	+	47	107	226	59	182	212	138	98	76	133	61	95	120	74	114	34	95	73	89	142	64	70	37	67
TSC22D2	ENSG00000196428	E014	202.659933982112	0.00521105368131027	11.0632038122419	0.000880578533074981	0.0448808909996906	2.28607872269772	2.32866255784015	0.142161225620923	3	150459129	150460116	988	+	130	218	122	138	329	319	209	146	203	230	85	191	237	274	383	184	255	305	243	186	199	243	134	287
ESRRG	ENSG00000196482	E035	46.7371346020725	0.00367222201852113	11.0644795134313	0.000879972880779223	0.0448808909996906	1.63669165311514	1.71868319000975	0.27822298380887	1	216862230	216865060	2831	-	28	46	16	30	47	89	54	35	48	72	19	33	66	63	101	61	46	48	71	47	48	47	31	71
HDAC2	ENSG00000196591	E043	19.9435925120811	0.0623327413331785	16.5866952733659	4.64759218141191e-05	0.0097742955746894	1.43839546170829	1.15837083889672	-0.980498525488905	6	113970879	113971126	248	-	20	22	28	16	41	35	33	21	22	32	13	24	18	15	8	15	14	13	23	12	13	18	25	8
SLC22A25	ENSG00000196600	E010	12.1661797755022	0.0398257220060057	10.9443323219731	0.000938903742674467	0.046536510377228	1.2082738464726	1.01226015879771	-0.706497212185929	11	63217314	63217482	169	-	12	11	11	7	14	29	32	13	20	21	6	9	13	12	0	7	6	11	16	5	19	20	4	12
ZNF846	ENSG00000196605	E010	46.7296346424203	0.0055825087482423	21.8083943845788	3.01279118691218e-06	0.00261590974787912	1.72945500979482	1.60969620078909	-0.406559544213884	19	9758059	9758473	415	-	47	79	62	28	82	84	75	41	47	65	36	52	66	48	55	27	42	17	40	50	33	52	18	48
TCF4	ENSG00000196628	E087	43.4164854949896	0.0155705245664737	14.6920689560137	0.000126577869430188	0.0169239321444766	NA	NA	NA	18	55332067	55332299	233	-	26	56	14	13	52	66	41	26	47	42	20	22	53	55	93	53	58	86	42	52	43	69	41	67
WNK3	ENSG00000196632	E009	93.0515912134151	0.0112434004438728	10.9106481874069	0.000956130640882936	0.0469832644281465	1.99982064369071	1.94428355242352	-0.186480362124492	X	54248697	54249634	938	-	62	107	117	67	126	206	159	90	89	154	50	81	130	88	136	69	59	112	103	104	68	78	61	93
SLC30A10	ENSG00000196660	E007	160.888913214426	0.00713984471479975	12.7492057970499	0.000356160363338146	0.0289834064378087	2.16684373565208	2.22166806775676	0.183295189875299	1	219910445	219913505	3061	-	106	115	132	89	153	174	164	117	108	182	85	108	172	201	427	158	140	264	212	240	183	178	165	237
TOMM7	ENSG00000196683	E010	19.882704444819	0.0992126520220127	11.1008703501556	0.000862872147070972	0.0442801397435693	1.41357052958953	1.1667551556153	-0.864909352581185	7	22822677	22822791	115	-	7	20	25	27	38	60	35	42	23	34	21	11	39	4	16	6	9	11	22	23	6	15	4	13
ZNF431	ENSG00000196705	E013	37.5209253107535	0.00900128944535049	12.8536651384441	0.000336818887942151	0.0281588203474355	1.64347689704169	1.51932964526915	-0.423552773444882	19	21182661	21183158	498	+	26	47	45	20	55	54	59	52	31	52	25	37	28	40	50	39	25	54	25	54	38	36	17	46
NF1	ENSG00000196712	E009	39.2037330045102	0.0196133374367933	11.1706379995982	0.000831020451805506	0.0436433629454559	1.6665243740642	1.5216397467787	-0.493935103604318	17	31163186	31163376	191	+	29	56	37	36	39	78	56	45	40	40	40	41	34	39	30	28	33	50	44	44	32	44	14	50
NF1	ENSG00000196712	E027	222.821053888744	0.0196510945756185	20.9274628122961	4.7700674050175e-06	0.00319910327495401	2.25390866204685	2.42432800623649	0.568742646428842	17	31203132	31205863	2732	+	138	222	61	97	209	299	189	173	239	268	92	204	308	307	476	352	185	277	301	273	272	347	127	339
NF1	ENSG00000196712	E050	19.8722402766278	0.0185486541974227	20.0774215593212	7.43694912087125e-06	0.00386893011736869	1.41823517298785	1.19874745797573	-0.767277712976822	17	31232700	31232881	182	+	10	24	23	25	37	49	32	28	23	19	18	15	18	12	32	17	18	19	17	23	10	11	4	24
NF1	ENSG00000196712	E061	179.618119264981	0.0126087017302301	12.2317150209626	0.000469839914163024	0.0327007712785326	2.19833165823749	2.30585567807169	0.359202488195858	17	31249955	31252937	2983	+	118	246	62	75	227	227	209	160	156	191	74	180	221	227	414	232	201	285	161	189	185	243	142	238
CD47	ENSG00000196776	E004	32.6387791747815	0.00630291662595714	11.4048265232475	0.000732535407649914	0.0409874213189434	1.47326260590613	1.56711869277694	0.321508385447441	3	108049619	108049651	33	-	19	39	12	19	37	52	30	27	23	35	17	34	29	40	62	43	32	57	40	49	44	37	17	48
CD47	ENSG00000196776	E008	52.2783074821824	0.0038603480291512	19.3264004747138	1.10172474467791e-05	0.00484171605589122	1.66943018032369	1.76598451089693	0.327024259534923	3	108055520	108055566	47	-	29	47	16	30	56	56	79	39	42	73	33	46	65	75	110	63	49	70	57	47	67	84	33	75
CD47	ENSG00000196776	E009	44.5677246932402	0.00251999261413018	16.3921551164374	5.14979278809937e-05	0.0103352703421182	1.60946738810002	1.69688632693876	0.297011892468369	3	108057477	108057569	93	-	25	44	19	28	41	73	49	26	47	61	27	35	56	65	91	55	45	82	49	48	48	59	26	53
TLE1	ENSG00000196781	E034	56.9794743249288	0.0256361494740557	13.232122707029	0.000275191983987877	0.0250757990706316	1.82804381504823	1.67875377056471	-0.504884575795124	9	81688449	81689547	1099	-	38	82	102	24	72	114	65	68	91	88	41	61	57	52	67	37	68	34	47	75	39	45	39	37
CRACDL	ENSG00000196872	E005	38.2052120584196	0.00760150841944094	15.0359865652317	0.000105480525115045	0.0153648129146249	1.63606155884606	1.53345657709206	-0.349973619764561	2	98821857	98822304	448	-	22	18	68	34	54	94	66	38	46	71	22	46	46	41	41	19	38	33	37	54	19	33	16	25
ZNG1C	ENSG00000196873	E039	17.9976526330693	0.0165203485079693	10.8704929527192	0.000977085193087483	0.0474613519915012	1.36749954393128	1.20056270777299	-0.585187969847641	9	68269897	68270301	405	+	18	26	5	8	29	46	25	23	21	22	9	17	20	25	14	11	14	25	15	23	14	19	11	32
SCN8A	ENSG00000196876	E017	84.3567633577824	0.00689126238008784	27.3221153159809	1.72230269319225e-07	0.00054028079903927	1.85952255550522	2.00182221134179	0.478346345143438	12	51687220	51688757	1538	+	54	68	50	50	94	160	107	53	120	98	34	69	127	93	178	110	87	80	107	124	78	82	52	122
SCN8A	ENSG00000196876	E032	27.0327079665202	0.018560766355397	13.7969158633168	0.000203670295209955	0.0213428033706759	1.3654953631144	1.53202842258524	0.573761431482978	12	51723141	51724303	1163	+	17	19	21	7	37	64	24	24	38	21	12	16	54	26	52	25	36	31	42	30	20	23	25	48
SCN8A	ENSG00000196876	E059	434.178200542578	0.00212257477009751	15.2489385944828	9.42296958896285e-05	0.014449394013141	2.66150585902836	2.60774908830506	-0.178991543265036	12	51806282	51807000	719	+	286	320	489	401	607	961	668	401	637	611	247	448	572	414	692	309	473	346	457	429	336	419	208	394
KPNA5	ENSG00000196911	E022	36.8529429940005	0.00692020955181047	26.1124800641766	3.2209540588937e-07	0.000751829947786574	1.65225993411647	1.49647887657782	-0.531742514506162	6	116732136	116732368	233	+	41	50	34	32	74	57	42	33	50	53	17	30	50	35	51	33	25	52	35	36	24	29	15	46
FAM3C	ENSG00000196937	E002	59.9516516319221	0.035557662237952	11.5685957199154	0.000670750554950352	0.0390842599004404	1.85472452327193	1.71119648119952	-0.484818808718487	7	121350383	121350550	168	-	37	43	40	73	110	132	103	84	80	68	29	48	73	77	116	66	23	80	59	72	41	45	6	53
SLC39A10	ENSG00000196950	E022	77.6341075546674	0.0258998393545753	14.6629077792952	0.000128551280498838	0.0171013650114774	1.95148190602482	1.8256635411324	-0.42345230509156	2	195708656	195708844	189	+	51	59	77	49	124	210	129	104	128	111	65	72	91	60	115	70	37	76	86	76	61	63	26	71
ANXA4	ENSG00000196975	E001	32.584465833648	0.0220458035657715	16.0487164772317	6.17334592227296e-05	0.011446072779857	1.58750709366949	1.44057991629791	-0.50357765227711	2	69644425	69644905	481	+	28	79	27	12	63	59	59	42	23	42	28	47	32	21	24	14	47	46	21	15	16	37	31	21
ZNF100	ENSG00000197020	E001	114.430449967705	0.00447762915037848	13.9998952652253	0.00018282081626361	0.0204117027535832	2.0237726536184	2.08616650814343	0.20911201963363	19	21722771	21726192	3422	-	84	199	53	76	106	134	145	66	102	129	33	93	163	128	200	154	153	189	104	67	119	102	94	237
ZNF100	ENSG00000197020	E002	180.490430923355	0.00383105984944508	13.759155365373	0.000207805520700488	0.0214540728255868	2.27878867910101	2.23834988058546	-0.135079821304126	19	21726193	21727930	1738	-	154	317	115	98	202	286	291	87	175	217	73	202	248	161	321	197	193	266	123	118	170	150	162	328
ZSCAN26	ENSG00000197062	E007	64.0121937967401	0.0123193095233287	17.703198151603	2.5819214202358e-05	0.00739002661672302	1.74520674012075	1.86915237407889	0.418281971049797	6	28277531	28278201	671	+	41	70	44	26	64	85	75	52	47	99	38	50	79	93	115	62	62	96	68	84	51	78	69	95
IGF2R	ENSG00000197081	E039	7.20172692742889	0.0426337807741766	14.4701194572302	0.000142400596530716	0.0181559459779264	1.00408693939245	0.78540269043038	-0.834215448119027	6	160073213	160073415	203	+	4	13	10	5	24	22	10	7	9	9	4	8	13	5	0	7	5	5	5	5	3	3	7	4
DYNC1H1	ENSG00000197102	E011	171.83746091854	0.00611747478300883	10.8091152136368	0.00101001561604914	0.0482653457485575	2.27152475674282	2.19791073743647	-0.245974973965617	14	101983382	101983609	228	+	95	207	246	115	270	486	247	189	210	227	134	158	239	156	237	105	163	171	153	272	93	144	60	118
DYNC1H1	ENSG00000197102	E038	8.67593312326789	0.0965293959600117	13.3671097596358	0.000256075682213958	0.0238756814885701	0.765383085729724	1.15562817252767	1.46351926561174	14	102007008	102007108	101	+	3	2	3	7	11	7	5	4	8	7	3	6	15	5	61	15	6	5	10	14	5	11	10	9
DYNC1H1	ENSG00000197102	E062	9.60999956009406	0.0730585880635641	18.6684914463785	1.55531507849454e-05	0.00577623310807121	1.14514063987065	0.793411853113763	-1.31435570369453	14	102016349	102016489	141	+	14	6	11	14	25	27	18	21	17	9	9	5	12	3	0	3	3	8	5	12	3	7	0	7
DYNC1H1	ENSG00000197102	E073	18.3609342689412	0.0210369705723329	18.4985650516538	1.70032267287401e-05	0.0060457257649301	1.17466637015144	1.41007402109579	0.824643285112699	14	102022881	102023810	930	+	12	22	13	4	34	29	16	10	21	20	5	10	44	17	50	21	30	14	22	40	11	24	13	13
DYNC1H1	ENSG00000197102	E094	21.2822412165942	0.00944439338574337	13.6809487637404	0.00021664112570544	0.021876929294238	1.39820731851598	1.24158899948386	-0.546599242606988	14	102032279	102032434	156	+	14	26	25	27	40	44	26	23	29	33	22	21	25	11	18	10	19	14	15	21	15	10	15	24
DYNC1H1	ENSG00000197102	E106	38.1071943947077	0.00567233624232442	15.6954320966664	7.44036407685839e-05	0.0126877992547535	1.52943429543379	1.66407373989498	0.458925727079576	14	102034453	102036488	2036	+	14	54	40	21	57	73	42	35	32	38	18	33	66	47	68	18	51	45	44	54	23	42	38	46
HTT	ENSG00000197386	E042	8.66519401966226	0.0336628907134109	11.6021026747404	0.000658772951862315	0.0388121251082202	NA	NA	NA	4	3146797	3146948	152	+	6	11	1	4	7	16	7	3	4	12	3	9	14	10	32	9	15	9	10	13	11	10	5	11
ATG7	ENSG00000197548	E061	24.941288464635	0.0105867558689873	10.8427116252728	0.000991853784835547	0.0477730624864376	1.34032250110146	1.4621213365804	0.421395326544454	3	11446509	11446936	428	+	10	28	11	15	17	44	15	24	26	25	13	16	37	34	49	30	35	34	38	27	29	26	18	40
SIPA1L1	ENSG00000197555	E012	19.0784794711399	0.0106981547140255	15.9957998929174	6.34831658810507e-05	0.0115601559033649	1.2184783172843	1.37964481758862	0.563886071853908	14	71415976	71416283	308	+	10	17	8	10	26	28	24	15	22	19	5	10	44	21	34	23	19	29	29	24	15	31	16	22
